mondo id	mondo label	phenotypes to high-level hpo	histopheno	of body system or component	of developmental or physiological process	of etiologic mechanism	of genetic or genomic mechanism	of primarily extrinsic mechanism	of molecular mechanism
MONDO:0010502	intellectual disability, X-linked 99, syndromic, female-restricted	Abnormality of limbs; Abnormality of the breast; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormality of the endocrine system; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	head_neck; skeletal_system; musculature; nervous_system; digestive_system; eye; ear; integument; genitourinary_system; respiratory; growth; immune_system; endocrine; breast	syndromic disease; nervous system disorder			hereditary disease		
MONDO:0030908	intellectual disability, X-linked, syndromic, 35	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of the endocrine system; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	musculature; head_neck; skeletal_system; nervous_system; digestive_system; genitourinary_system; integument; eye; ear; growth; respiratory; connective_tissue; prenatal_or_birth; immune_system; endocrine	syndromic disease; nervous system disorder			hereditary disease		
MONDO:0958322	intellectual developmental disorder, X-linked, syndromic 37	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Neoplasm; Abnormality of prenatal development or birth; Abnormality of blood and blood-forming tissues; Abnormality of the endocrine system; Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system; Abnormality of the ear; Constitutional symptom; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	head_neck; musculature; skeletal_system; nervous_system; digestive_system; integument; eye; ear; genitourinary_system; endocrine; blood; prenatal_or_birth; neoplasm; immune_system; connective_tissue; growth; metabolism_homeostasis	syndromic disease; nervous system disorder			hereditary disease		
MONDO:0010661	severe X-linked intellectual disability, Gustavson type	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the respiratory system; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	head_neck; musculature; nervous_system; skeletal_system; eye; ear; digestive_system; respiratory; growth; genitourinary_system; immune_system; connective_tissue	syndromic disease; nervous system disorder			hereditary disease		
MONDO:0010277	syndromic X-linked intellectual disability Shashi type	Abnormality of the nervous system; Growth abnormality; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck	head_neck; nervous_system; ear; genitourinary_system; digestive_system; growth; metabolism_homeostasis	syndromic disease; nervous system disorder	disorder of development or morphogenesis		hereditary disease		
MONDO:0010497	intellectual disability, X-linked 102	Abnormality of the nervous system; Growth abnormality; Abnormality of the musculoskeletal system; Abnormality of the endocrine system; Abnormality of the ear; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the eye	nervous_system; head_neck; musculature; skeletal_system; digestive_system; eye; endocrine; ear; growth	nervous system disorder			hereditary disease		
MONDO:0859224	intellectual disability and myopathy syndrome	Abnormality of limbs; Abnormality of the nervous system; Abnormality of the integument; Abnormality of the musculoskeletal system; Constitutional symptom; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	head_neck; skeletal_system; nervous_system; musculature; eye; integument; digestive_system; immune_system; connective_tissue				hereditary disease		
MONDO:0010615	isolated growth hormone deficiency type III	Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormal cellular phenotype; Abnormality of blood and blood-forming tissues; Abnormality of the endocrine system; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	immune_system; head_neck; digestive_system; skeletal_system; nervous_system; genitourinary_system; blood; endocrine; musculature; respiratory; ear; growth; integument; eye; metabolism_homeostasis	reproductive system disorder; nervous system disorder; endocrine system disorder			hereditary disease		
MONDO:0007836	IVIC syndrome	Abnormality of limbs; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of blood and blood-forming tissues; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	musculature; skeletal_system; head_neck; digestive_system; eye; blood; genitourinary_system; immune_system; ear; nervous_system; integument; growth	musculoskeletal system disorder	disorder of development or morphogenesis		hereditary disease		
MONDO:0024540	Jervell and Lange-Nielsen syndrome 1	Constitutional symptom; Abnormality of the cardiovascular system; Abnormality of the ear	nervous_system; head_neck; ear	syndromic disease			hereditary disease		
MONDO:0012871	Jervell and Lange-Nielsen syndrome 2	Constitutional symptom; Abnormality of the cardiovascular system; Abnormality of the ear	nervous_system; head_neck; ear	syndromic disease			hereditary disease		
MONDO:0009479	Johanson-Blizzard syndrome	Abnormality of limbs; Abnormality of the breast; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of blood and blood-forming tissues; Abnormality of the endocrine system; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	digestive_system; head_neck; skeletal_system; genitourinary_system; metabolism_homeostasis; musculature; endocrine; growth; integument; blood; nervous_system; eye; ear; connective_tissue; immune_system; breast	auditory system disorder; nervous system disorder	disorder of development or morphogenesis		hereditary disease		
MONDO:0060556	joint laxity, short stature, and myopia	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of the ear; Abnormality of the eye	musculature; head_neck; skeletal_system; eye; nervous_system; digestive_system; connective_tissue; ear; growth	syndromic disease	disorder of development or morphogenesis		hereditary disease		
MONDO:0014288	Joubert syndrome 21	Abnormality of the nervous system; Abnormality of the respiratory system; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	nervous_system; head_neck; eye; musculature; skeletal_system; respiratory; digestive_system; genitourinary_system; immune_system; blood; ear	musculoskeletal system disorder; syndromic disease; nervous system disorder; respiratory system disorder	disorder of development or morphogenesis		hereditary disease		ciliopathy
MONDO:0009720	Keipert syndrome	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the musculoskeletal system; Abnormality of the voice; Abnormality of the ear; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the eye	head_neck; skeletal_system; musculature; digestive_system; nervous_system; eye; integument; ear; connective_tissue; growth		disorder of development or morphogenesis		hereditary disease		
